name,score,total_runtime,type,episodes,duration_minutes
Dark,5.61,60.0,OVA,2.0,30.0
Shin Hurricane Polymar,5.94,60.0,OVA,2.0,30.0
Rokushin Gattai GodMars,6.5,1536.0,TV,64.0,24.0
The Guts!,6.4,60.0,OVA,2.0,30.0
iDOLM@STER Xenoglossia Specials,6.13,45.0,Special,9.0,5.0
Blassreiter,7.01,552.0,TV,24.0,23.0
Sky Girls Specials,6.6,36.0,Special,9.0,4.0
Haitoku no Shoujo,5.88,60.0,OVA,2.0,30.0
Hula Kappa,5.61,234.0,TV,78.0,3.0
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.48,104.0,OVA,4.0,26.0
Jungle no Ouja Taa-chan,7.23,1200.0,TV,50.0,24.0
Shigofumi,7.55,288.0,TV,12.0,24.0
Donburi Kazoku,5.95,60.0,OVA,2.0,30.0
Porphy no Nagai Tabi,7.11,1248.0,TV,52.0,24.0
Meiken Lassie,6.86,650.0,TV,26.0,25.0
Oni-Tensei,6.3,120.0,OVA,4.0,30.0
Chou Mashin Eiyuuden Wataru,7.08,1224.0,TV,51.0,24.0
Go-Q-Choji Ikkiman,6.61,768.0,TV,32.0,24.0
Hey! Bumboo,6.14,1300.0,TV,130.0,10.0
Joou Heika no Petite Angie,6.52,624.0,TV,26.0,24.0
Meme Iroiro Yume no Tabi,6.57,3175.0,TV,127.0,25.0
Mister Ajikko,7.25,2376.0,TV,99.0,24.0
Moero! Top Striker,6.74,1176.0,TV,49.0,24.0
Darcrows,5.81,60.0,OVA,2.0,30.0
Ninpou Midare Karakuri,6.17,60.0,OVA,2.0,30.0
The☆Ultraman,6.52,1250.0,TV,50.0,25.0
Mad★Bull 34,6.35,180.0,OVA,4.0,45.0
Kamichu! Specials,7.56,104.0,Special,4.0,26.0
Space Oz no Bouken,6.27,650.0,TV,26.0,25.0
Onna Kyoushi,6.17,90.0,OVA,3.0,30.0
Kowaremono,5.76,90.0,OVA,3.0,30.0
To LOVE-Ru,7.23,624.0,TV,26.0,24.0
Vampire Knight,7.27,312.0,TV,13.0,24.0
Pi Po Pa Po Patrol-kun,5.9,325.0,TV,65.0,5.0
Bosco Daibouken,7.18,650.0,TV,26.0,25.0
Gensou Jotan Ellcia,6.02,164.0,OVA,4.0,41.0
Kemeko Deluxe!,6.68,288.0,TV,12.0,24.0
Nogizaka Haruka no Himitsu,7.3,300.0,TV,12.0,25.0
Maria-sama ga Miteru Specials,7.5,7.0,Special,7.0,1.0
Maria-sama ga Miteru: Haru Specials,7.46,12.0,Special,6.0,2.0
Special A,7.7,576.0,TV,24.0,24.0
Mrs. Junkie,6.81,60.0,OVA,2.0,30.0
Taimanin Asagi,7.03,120.0,OVA,4.0,30.0
Madonna,6.38,100.0,OVA,2.0,50.0
Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,7.3,26.0,Special,26.0,1.0
Yuusha Tokkyuu Might Gaine,7.08,1128.0,TV,47.0,24.0
Ryuusei no Rockman Tribe,7.07,210.0,TV,21.0,10.0
DinoZone,5.76,100.0,OVA,5.0,20.0
"Yume Miru, Anime: on-chan",6.56,156.0,TV,26.0,6.0
Wellber no Monogatari: Sisters of Wellber Zwei,6.92,260.0,TV,13.0,20.0
Kanokon,6.63,288.0,TV,12.0,24.0
Yuusha Shirei Dagwon,7.15,1152.0,TV,48.0,24.0
Tanjou: Debut,5.08,60.0,OVA,2.0,30.0
Noramimi,6.41,240.0,TV,12.0,20.0
Saint Seiya: Meiou Hades Elysion-hen,7.72,150.0,OVA,6.0,25.0
Garakuta-doori no Stain,6.8,91.0,TV,13.0,7.0
Mahou Shoujo Meruru,5.7,60.0,OVA,2.0,30.0
Lesbian Byoutou,5.47,60.0,OVA,2.0,30.0
Kowaremono II,5.88,60.0,OVA,2.0,30.0
Virtuacall 2,5.32,60.0,OVA,2.0,30.0
Gakuentoshi Varanoir Joukan,4.12,50.0,OVA,2.0,25.0
Seijuuden: Twin Dolls,5.7,92.0,OVA,2.0,46.0
Neko Ramen,6.4,26.0,ONA,13.0,2.0
Youshou,5.31,60.0,OVA,2.0,30.0
Cleavage,6.75,54.0,OVA,2.0,27.0
Dorei Kaigo,6.26,72.0,OVA,3.0,24.0
Utsukushiki Emono-tachi no Gakuen,5.55,60.0,OVA,2.0,30.0
Kiss yori...,5.89,90.0,OVA,3.0,30.0
Allison to Lillia,7.38,624.0,TV,26.0,24.0
Midori no Makibao,6.61,1464.0,TV,61.0,24.0
Dragon Rider,5.73,60.0,OVA,2.0,30.0
Reyon Densetsu Flair,5.21,56.0,OVA,2.0,28.0
Shoujo Auction,6.04,60.0,OVA,2.0,30.0
Doukyuusei (OVA): Natsu no Owari ni,5.71,120.0,OVA,4.0,30.0
Stringendo: Angel-tachi no Private Lesson,7.53,324.0,OVA,12.0,27.0
Dennou Boukenki Webdiver,7.11,1248.0,TV,52.0,24.0
Ganbarist! Shun,7.37,780.0,TV,30.0,26.0
Injuu Seisen: Twin Angels,5.81,96.0,OVA,4.0,24.0
Mach GoGoGo (1997),6.39,850.0,TV,34.0,25.0
Macross F,7.97,600.0,TV,25.0,24.0
Moegaku★5,5.7,280.0,TV,40.0,7.0
Switch,7.04,60.0,OVA,2.0,30.0
Kodai Ouja Kyouryuu King,6.11,1225.0,TV,49.0,25.0
Kyouran Kazoku Nikki,7.33,624.0,TV,26.0,24.0
Daraku: Onna Kyoushi Hakai,6.16,90.0,OVA,3.0,30.0
Getter Robo,6.95,1275.0,TV,51.0,25.0
Ijoku,5.74,60.0,OVA,2.0,30.0
Requiem,5.27,60.0,OVA,2.0,30.0
Injuu Nerawareta Idol,4.8,45.0,OVA,1.0,45.0
Isaku,5.7,90.0,OVA,3.0,30.0
Isaku: Respect,5.66,90.0,OVA,3.0,30.0
Soul Eater,8.01,1224.0,TV,51.0,24.0
Utawarerumono OVA,7.27,87.0,OVA,3.0,29.0
Tears to Tiara,7.26,624.0,TV,26.0,24.0
Shin Kujakuou,6.11,110.0,OVA,2.0,55.0
Sengoku Kitan Youtouden,6.03,126.0,OVA,3.0,42.0
Hidamari Sketch x 365,7.86,312.0,TV,13.0,24.0
Princess Army: Wedding★Combat,5.33,52.0,OVA,2.0,26.0
Kikou Kantai Dairugger XV,6.55,1300.0,TV,52.0,25.0
Yakushiji Ryouko no Kaiki Jikenbo,7.14,299.0,TV,13.0,23.0
Neo Angelique Abyss,6.96,312.0,TV,13.0,24.0
Kamen no Maid Guy,7.1,300.0,TV,12.0,25.0
Moyashimon: Kin Gekijou Deluxe,6.82,20.0,Special,4.0,5.0
Nanako SOS,6.36,897.0,TV,39.0,23.0
Blue Seed Omake,7.0,70.0,Special,14.0,5.0
Ikusa Otome Suvia,6.59,120.0,OVA,4.0,30.0
Mobile Suit Gundam Wing: Operation Meteor,7.6,240.0,OVA,4.0,60.0
D.C.II S.S.: Da Capo II Second Season,7.31,312.0,TV,13.0,24.0
Ingoku Byoutou,5.93,60.0,OVA,2.0,30.0
Aoi Blink,6.86,975.0,TV,39.0,25.0
Warau Kangofu The Animation,6.79,60.0,OVA,2.0,30.0
Bouken Yuuki Pluster World,6.15,1248.0,TV,52.0,24.0
Kaiketsu Zorori (TV),7.2,1248.0,TV,52.0,24.0
Princess Road: Bara to Dokuro no Monshou,5.4,45.0,OVA,1.0,45.0
Naisho no Tsubomi,6.68,84.0,OVA,3.0,28.0
Uchiyama Aki,5.7,66.0,OVA,3.0,22.0
Shownoid Mako-chan,5.5,52.0,OVA,2.0,26.0
Higurashi no Naku Koro ni Rei,7.52,150.0,OVA,5.0,30.0
Kurogane no Linebarrels,7.03,552.0,TV,24.0,23.0
Nabari no Ou,7.38,624.0,TV,26.0,24.0
Monochrome Factor,7.08,576.0,TV,24.0,24.0
Mahou no Idol Pastel Yumi,6.42,575.0,TV,25.0,23.0
Ginga Eiyuu Densetsu Gaiden (1999),8.09,728.0,OVA,28.0,26.0
Strike Witches,7.09,288.0,TV,12.0,24.0
Telepathy Shoujo Ran,6.69,624.0,TV,26.0,24.0
Kikou Souseiki Mospeada,7.21,575.0,TV,25.0,23.0
Tottemo! Luckyman,6.92,1200.0,TV,50.0,24.0
Nijuu Mensou no Musume,7.61,484.0,TV,22.0,22.0
Machine Robo: Cronos no Dai Gyakushuu,6.37,1128.0,TV,47.0,24.0
Renketsu Houshiki,6.8,90.0,OVA,3.0,30.0
Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,6.31,60.0,OVA,2.0,30.0
Tokyo Requiem,5.84,60.0,OVA,2.0,30.0
Kabatotto,6.36,1500.0,TV,300.0,5.0
Hatsumei Boy Kanipan,6.76,930.0,TV,31.0,30.0
Chou Hatsumei Boy Kanipan,6.8,630.0,TV,21.0,30.0
Watashi to Watashi: Futari no Lotte,6.89,696.0,TV,29.0,24.0
Yes! Precure 5 GoGo!,7.25,1152.0,TV,48.0,24.0
Kaiba,8.22,288.0,TV,12.0,24.0
Detroit Metal City,8.21,156.0,OVA,12.0,13.0
Zenryoku Usagi,6.44,624.0,TV,52.0,12.0
Flashback Game,5.46,90.0,OVA,3.0,30.0
Seikoujo: Haitoku no Biden Dorei,6.05,60.0,OVA,2.0,30.0
Soukou Kijo Iris,6.71,120.0,OVA,4.0,30.0
Hakaba Kitarou,6.97,275.0,TV,11.0,25.0
After... The Animation,5.83,52.0,OVA,2.0,26.0
Zero no Tsukaima: Princesses no Rondo,7.54,288.0,TV,12.0,24.0
Jigoku Shoujo Mitsuganae,7.73,624.0,TV,26.0,24.0
Koala Boy Kokki,6.26,650.0,TV,26.0,25.0
Taiko no Tatsujin,6.18,104.0,TV,26.0,4.0
True Blue,6.05,60.0,OVA,2.0,30.0
Itazura na Kiss,7.68,600.0,TV,25.0,24.0
Glass no Kamen: Sen no Kamen wo Motsu Shoujo,7.13,135.0,OVA,3.0,45.0
Ryuuseiki Gakusaver,6.58,180.0,OVA,6.0,30.0
Parappa the Rapper,5.94,600.0,TV,30.0,20.0
Usavich,7.06,13.0,TV,13.0,1.0
Usavich II,7.2,13.0,TV,13.0,1.0
Inyouchuu The Animation,6.49,58.0,OVA,2.0,29.0
Maria-sama ga Miteru 4th,7.9,325.0,TV,13.0,25.0
Tongari Boushi no Memole,7.04,1500.0,TV,50.0,30.0
Wanwan Sanjuushi,6.79,624.0,TV,26.0,24.0
Chouon Senshi Borgman 2: Shin Seiki 2058,5.88,87.0,OVA,3.0,29.0
Pygmalio,6.9,936.0,TV,39.0,24.0
Play Ball,6.08,312.0,TV,13.0,24.0
Play Ball 2nd,6.16,312.0,TV,13.0,24.0
"Nee, Chanto Shiyou Yo!",7.11,145.0,OVA,5.0,29.0
Saiko Robot Kombock,5.44,575.0,TV,25.0,23.0
Go! Go! Itsutsugo Land,6.61,1000.0,TV,50.0,20.0
Yuukan Club,5.89,70.0,OVA,2.0,35.0
Dyogrammaton,5.36,60.0,OVA,2.0,30.0
Hana to Hebi The Animation,6.0,90.0,OVA,3.0,30.0
Arrow Emblem Grand Prix no Taka,6.57,1056.0,TV,44.0,24.0
Gakuen Nanafushigi,6.3,60.0,OVA,2.0,30.0
Kaitou Tenshi Twin Angel,6.03,60.0,OVA,2.0,30.0
Sasuga no Sarutobi,6.64,1725.0,TV,69.0,25.0
Honoo no Alpenrose: Judy & Randy,6.96,440.0,TV,20.0,22.0
Futari Daka,6.15,900.0,TV,36.0,25.0
Shirayuki Hime no Densetsu,6.71,1248.0,TV,52.0,24.0
Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.54,650.0,TV,26.0,25.0
Hoshi no Oujisama Petit Prince,6.88,840.0,TV,35.0,24.0
Yume no Hoshi no Button Nose,6.51,650.0,TV,26.0,25.0
Sasurai no Taiyou,6.3,624.0,TV,26.0,24.0
Sougen no Shoujo Laura,6.45,624.0,TV,26.0,24.0
Little Lulu to Chicchai Nakama,6.61,650.0,TV,26.0,25.0
Dokaben,6.32,4075.0,TV,163.0,25.0
Ore wa Teppei,6.81,700.0,TV,28.0,25.0
Issunboushi (OVA),6.16,54.0,OVA,2.0,27.0
Hoshi no Ko Chobin,6.18,546.0,TV,26.0,21.0
Ai no Gakkou Cuore Monogatari,6.77,650.0,TV,26.0,25.0
Meiken Jolie,6.81,1144.0,TV,52.0,22.0
Mashin Eiyuuden Wataru,7.06,1080.0,TV,45.0,24.0
Himitsu no Akko-chan 2,6.34,1464.0,TV,61.0,24.0
Himitsu no Akko-chan 3,6.28,1056.0,TV,44.0,24.0
Crystal Blaze,6.19,288.0,TV,12.0,24.0
Chi's Sweet Home,7.78,312.0,TV,104.0,3.0
Microid S,5.92,650.0,TV,26.0,25.0
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,6.91,120.0,OVA,4.0,30.0
Konchuu Monogatari Minashigo Hutch,6.46,2184.0,TV,91.0,24.0
Top Secret: The Revelation,7.38,572.0,TV,26.0,22.0
Shaman King Specials,7.37,175.0,Special,5.0,35.0
Sweet Valerian Specials,5.84,32.0,Special,8.0,4.0
Souten no Ken Specials,6.41,120.0,Special,4.0,30.0
Sakura Momoko Gekijou: Coji-Coji,6.8,2500.0,TV,100.0,25.0
Kick no Oni,6.61,650.0,TV,26.0,25.0
Honey Honey no Suteki na Bouken,6.59,696.0,TV,29.0,24.0
Ashita e Free Kick,6.64,1196.0,TV,52.0,23.0
Mahoutsukai Sally 2,6.47,1760.0,TV,88.0,20.0
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.45,650.0,TV,26.0,25.0
Sasurai no Shoujo Nell,6.28,624.0,TV,26.0,24.0
Mahou Shoujo Lalabel,6.5,1176.0,TV,49.0,24.0
Paris no Isabelle,6.16,325.0,TV,13.0,25.0
Makyou Densetsu Acrobunch,6.28,600.0,TV,24.0,25.0
Majokko Tickle,6.33,1080.0,TV,45.0,24.0
YU-NO,5.21,120.0,OVA,4.0,30.0
Sugar Bunnies,6.32,286.0,TV,26.0,11.0
Toumei Ningen (OVA),6.68,54.0,OVA,2.0,27.0
Inbo,6.12,30.0,OVA,3.0,10.0
Baccano! Specials,8.22,87.0,Special,3.0,29.0
Spotlight,5.59,60.0,OVA,2.0,30.0
Ginga Sengoku Gunyuuden Rai,8.06,1300.0,TV,52.0,25.0
Injuu Kyoushi,5.66,168.0,OVA,4.0,42.0
Bikkuriman,6.45,1800.0,TV,75.0,24.0
Shuukaku no Yoru,6.09,60.0,OVA,2.0,30.0
Rejuvenation,5.43,60.0,OVA,2.0,30.0
Onikirimaru,6.32,116.0,OVA,4.0,29.0
Time Bokan,6.6,1464.0,TV,61.0,24.0
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,6.35,60.0,OVA,2.0,30.0
Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,6.53,60.0,OVA,2.0,30.0
Resort Boin,7.39,90.0,OVA,3.0,30.0
Shimaizuma: Shimaizuma 3 The Animation,6.87,56.0,OVA,2.0,28.0
Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,5.79,60.0,OVA,2.0,30.0
Kamyla,5.76,90.0,OVA,3.0,30.0
Reiju Gakuen,5.74,60.0,OVA,2.0,30.0
Mobile Suit Gundam 00 Second Season,8.17,600.0,TV,25.0,24.0
Magnerobo Ga-Keen,6.38,936.0,TV,39.0,24.0
Karakuri Kiden: Hiwou Senki,6.64,650.0,TV,26.0,25.0
Personal Computer Travel Tanteidan,6.2,624.0,TV,26.0,24.0
Takoyaki Mant-Man,6.5,1848.0,TV,77.0,24.0
Kafun Shoujo Chuuihou! The Animation,7.19,116.0,OVA,4.0,29.0
Oshiete Re: Maid,6.69,58.0,OVA,2.0,29.0
Rensa Byoutou,6.95,60.0,OVA,2.0,30.0
Binetsu Shoukougun,5.49,76.0,OVA,2.0,38.0
Dokidoki Oyako Lesson: Oshiete H na Obenkyou,6.71,52.0,OVA,2.0,26.0
Kakyuusei 2: Sketchbook,6.1,60.0,OVA,2.0,30.0
Jarinko Chie (TV),6.77,1600.0,TV,64.0,25.0
Mahou Sensei Negima! Introduction Film,6.8,24.0,OVA,3.0,8.0
Shimai Ijiri,5.86,60.0,OVA,2.0,30.0
DNA Hunter,5.6,90.0,OVA,3.0,30.0
Shakugan no Shana II (Second) Specials,7.29,18.0,Special,3.0,6.0
Kannagi,7.38,299.0,TV,13.0,23.0
Chocolate Underground,6.22,65.0,ONA,13.0,5.0
Dragoon,5.81,90.0,OVA,3.0,30.0
Kagaku Kyuujo-tai TechnoVoyager,6.21,450.0,TV,18.0,25.0
Sentakuya Shin-chan,7.03,60.0,OVA,2.0,30.0
Yu☆Gi☆Oh! 5D's,7.5,3696.0,TV,154.0,24.0
Ikuze! Gen-san,5.86,216.0,ONA,24.0,9.0
Tetsuwan Birdy Decode,7.51,312.0,TV,13.0,24.0
Uchi no 3 Shimai,6.48,3243.0,TV,141.0,23.0
Mamahaha,5.71,56.0,OVA,2.0,28.0
To Heart Omake,6.37,30.0,Special,6.0,5.0
Bi-Indoushi Miija: Injoku no Gakuen,5.36,54.0,OVA,2.0,27.0
Shokuzai no Kyoushitsu,5.32,60.0,OVA,2.0,30.0
Kairaku Satsujin Chousakan Kouji,5.79,90.0,OVA,3.0,30.0
Mujintou Monogatari X,5.53,120.0,OVA,4.0,30.0
Himekishi Lilia,6.93,180.0,OVA,6.0,30.0
Tokubetsu Byoutou,6.52,60.0,OVA,2.0,30.0
Tokumu Sousakan Rei & Fuko,6.33,120.0,OVA,4.0,30.0
Canary wa Kago no Naka,6.17,60.0,OVA,2.0,30.0
Dream Hunter Rem,6.1,160.0,OVA,4.0,40.0
Inda no Himekishi Janne,6.46,60.0,OVA,2.0,30.0
Heisa Byoutou,6.06,60.0,OVA,2.0,30.0
Alignment You! You! The Animation,6.86,54.0,OVA,2.0,27.0
Binetsukko ♭37℃ The Animation,6.12,60.0,OVA,2.0,30.0
Paul no Miracle Daisakusen,6.62,1250.0,TV,50.0,25.0
Choujin Locke: Lord Leon,6.21,87.0,OVA,3.0,29.0
School Rumble San Gakki,7.37,50.0,OVA,2.0,25.0
Seiyou Kottou Yougashiten: Antique,7.13,264.0,TV,12.0,22.0
Kitty's Paradise,6.38,368.0,TV,16.0,23.0
Sanrio Anime Sekai Meisaku Gekijou,6.33,312.0,TV,13.0,24.0
Asobou! Hello Kitty,6.33,650.0,TV,26.0,25.0
Makai Tenshi Djibril: Episode 2,6.61,120.0,OVA,4.0,30.0
Slayers Revolution,7.35,299.0,TV,13.0,23.0
Sailor Senshi Venus♥Five,5.41,94.0,OVA,2.0,47.0
Zettai Karen Children,7.41,1224.0,TV,51.0,24.0
Golgo 13 (TV),7.58,1200.0,TV,50.0,24.0
Mafukiden: Pandarian,6.24,650.0,TV,26.0,25.0
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.79,1144.0,TV,52.0,22.0
Net Ghost Pipopa,6.98,1224.0,TV,51.0,24.0
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.1,161.0,OVA,7.0,23.0
Norimono Oukoku BuBu ChaCha,6.85,520.0,TV,26.0,20.0
Masuda Kousuke Gekijou Gag Manga Biyori 3,7.22,60.0,TV,12.0,5.0
Inyouchuu Shoku: Ryoushokutou Taimaroku,6.46,60.0,OVA,2.0,30.0
Grimm Masterpiece Theater,7.55,576.0,TV,24.0,24.0
Grimm Masterpiece Theater II,7.48,460.0,TV,23.0,20.0
Musashi no Ken,7.32,1728.0,TV,72.0,24.0
Sekirei,7.3,276.0,TV,12.0,23.0
Tytania,6.87,624.0,TV,26.0,24.0
Shin Megami Tensei Devil Children,6.51,1150.0,TV,50.0,23.0
Shin Megami Tensei Devil Children: Light & Dark,6.47,1248.0,TV,52.0,24.0
Pucca (ONA),6.65,92.0,ONA,46.0,2.0
Kyouryuu Daisensou Izenborg,6.92,936.0,TV,39.0,24.0
Kyou kara Maou! 3rd Series,7.92,936.0,TV,39.0,24.0
Natsume Yuujinchou,8.38,312.0,TV,13.0,24.0
Wonder Beat Scramble,6.77,572.0,TV,26.0,22.0
Inma Youjo,6.09,225.0,OVA,5.0,45.0
Muka Muka Paradise,6.93,1275.0,TV,51.0,25.0
Michiko to Hatchin,7.88,484.0,TV,22.0,22.0
Wan Wan Celepoo Soreyuke! Tetsunoshin,6.67,1173.0,TV,51.0,23.0
Mini Moni the TV,5.67,15.0,TV,15.0,1.0
Mahou no Mako-chan,6.4,1152.0,TV,48.0,24.0
Onegai My Melody: Kuru Kuru Shuffle!,7.35,1144.0,TV,52.0,22.0
Juushin Liger,6.7,1075.0,TV,43.0,25.0
Meimon! Daisan Yakyuubu,6.45,960.0,TV,40.0,24.0
Petit Eva: Evangelion@School,5.85,72.0,ONA,24.0,3.0
Twin Bee Paradise,6.46,120.0,OVA,4.0,30.0
Wakakusa no Yon Shimai,6.55,598.0,TV,26.0,23.0
Penguin Musume♥Heart,6.81,242.0,ONA,22.0,11.0
Chiisana Penguin Lolo no Bouken,7.45,90.0,OVA,3.0,30.0
Blade of the Immortal,6.88,312.0,TV,13.0,24.0
Time Bokan Series: Yattodetaman,6.55,1040.0,TV,52.0,20.0
Kounai Shasei,6.12,90.0,OVA,3.0,30.0
To Heart 2 AD,6.97,58.0,OVA,2.0,29.0
Shigofumi Picture Drama,6.64,35.0,Special,7.0,5.0
Bounen no Xamdou,7.75,624.0,ONA,26.0,24.0
Clannad: After Story,9.0,576.0,TV,24.0,24.0
Uchuu Taitei God Sigma,6.6,1250.0,TV,50.0,25.0
Chrome Shelled Regios,7.48,576.0,TV,24.0,24.0
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,7.58,90.0,OVA,3.0,30.0
Winter Sonata,7.48,650.0,TV,26.0,25.0
Popolocrois Monogatari,7.15,575.0,TV,25.0,23.0
Hayate no Gotoku!!,7.83,600.0,TV,25.0,24.0
Ikkitousen: Great Guardians,6.89,288.0,TV,12.0,24.0
Blue Dragon: Tenkai no Shichi Ryuu,6.66,1020.0,TV,51.0,20.0
Koutetsu Jeeg,7.2,1012.0,TV,46.0,22.0
Entaku no Kishi Monogatari: Moero Arthur,6.52,720.0,TV,30.0,24.0
Dirty Pair OVA,7.2,250.0,OVA,10.0,25.0
Mokke Specials,7.02,46.0,Special,2.0,23.0
Tetsujin 28-gou (1980),6.96,1173.0,TV,51.0,23.0
Mission-E,6.53,288.0,TV,12.0,24.0
Hareluya II Boy,6.65,575.0,TV,25.0,23.0
Rosario to Vampire Capu2,7.15,312.0,TV,13.0,24.0
Toradora!,8.38,600.0,TV,25.0,24.0
Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,6.9,90.0,OVA,3.0,30.0
Ginga Senpuu Braiger,6.86,897.0,TV,39.0,23.0
Ginga Reppuu Baxingar,6.39,975.0,TV,39.0,25.0
Ginga Shippuu Sasuraiger,6.52,1075.0,TV,43.0,25.0
Explorer Woman Ray,5.41,60.0,OVA,2.0,30.0
Five Card,5.6,120.0,OVA,4.0,30.0
Koihime†Musou,6.84,300.0,TV,12.0,25.0
Ultraviolet: Code 044,5.98,288.0,TV,12.0,24.0
Vie Durant,4.91,64.0,ONA,8.0,8.0
Shishunki Shoujo,6.55,60.0,OVA,2.0,30.0
Bonobono (TV),7.06,720.0,TV,48.0,15.0
Futari no Joe,6.1,180.0,OVA,6.0,30.0
Kodomo no Jikan,6.33,210.0,OVA,7.0,30.0
Nanami-chan 2nd Series,6.5,80.0,TV,16.0,5.0
Nanami-chan 3rd Series,6.36,80.0,TV,16.0,5.0
Ryuu Seiki,5.79,60.0,OVA,2.0,30.0
Penguin no Mondai,6.25,1000.0,TV,100.0,10.0
Seigi wo Aisuru Mono Gekkou Kamen,6.81,975.0,TV,39.0,25.0
Heroman,6.9,624.0,TV,26.0,24.0
Ashita e Attack!,6.63,552.0,TV,23.0,24.0
Tower of Etruria,5.85,60.0,OVA,2.0,30.0
Harukoi Otome,6.7,54.0,OVA,2.0,27.0
Megami Kyouju,5.69,60.0,OVA,2.0,30.0
Gakuen Heaven: Hamu Hamu Heaven,6.84,12.0,Special,12.0,1.0
Tsuukin Kairaku: Chikan de Go!!,5.84,40.0,OVA,2.0,20.0
Innocent Blue,6.03,50.0,OVA,2.0,25.0
El,5.48,60.0,OVA,2.0,30.0
Aniyome wa Ijippari,7.14,60.0,OVA,2.0,30.0
Uchuu Kaizoku Sara,6.95,120.0,OVA,4.0,30.0
Grenadier: Hohoemi no Senshi Specials,6.63,21.0,Special,7.0,3.0
Fireball,6.77,13.0,TV,13.0,1.0
Chikan Densha,6.24,60.0,OVA,2.0,30.0
Kunoichi Gakuen Ninpouchou,5.11,180.0,OVA,6.0,30.0
Kyoro-chan,7.31,2275.0,TV,91.0,25.0
Inmu: Ikenie no Utage,5.83,60.0,OVA,2.0,30.0
Suzumiya Haruhi no Yuuutsu (2009),7.26,336.0,TV,14.0,24.0
Catman Series III,6.45,24.0,TV,6.0,4.0
Honoo no Haramase Tenkousei,6.84,90.0,OVA,3.0,30.0
Inmu 2,5.73,60.0,OVA,2.0,30.0
Mirai Robo Daltanias,6.79,1128.0,TV,47.0,24.0
World Destruction: Sekai Bokumetsu no Rokunin,7.05,325.0,TV,13.0,25.0
Moetan Specials,6.56,48.0,Special,2.0,24.0
Tatakae!! Ramenman,6.57,805.0,TV,35.0,23.0
Duel Masters Charge,6.3,1092.0,TV,52.0,21.0
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,6.65,33.0,Special,11.0,3.0
Tanin no Kankei,6.27,90.0,OVA,2.0,45.0
Ojarumaru,6.37,10.0,TV,,10.0
Nagagutsu wo Haita Neko no Bouken,6.73,650.0,TV,26.0,25.0
Gene Diver,6.4,840.0,TV,56.0,15.0
Shoujo Sect,6.82,75.0,OVA,3.0,25.0
Nodame Cantabile: Paris-hen,8.23,253.0,TV,11.0,23.0
Shitsurakuen,5.5,60.0,OVA,2.0,30.0
Ryoujoku Guerrilla Kari 3,6.12,60.0,OVA,2.0,30.0
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,7.35,276.0,TV,12.0,23.0
Kasei Yakyoku,6.83,112.0,OVA,4.0,28.0
Getter Robo G,6.73,936.0,TV,39.0,24.0
Ebenbourg no Kaze,5.75,58.0,OVA,2.0,29.0
Keraku-No-OH King of Pleasure,6.02,87.0,OVA,3.0,29.0
Septem Charm Magical Kanan: SP Summer Camp,5.9,60.0,Special,2.0,30.0
Choisuji,6.23,48.0,OVA,2.0,24.0
Stringendo+Accelerando Ultimatum Sera,7.35,90.0,OVA,3.0,30.0
Choujikuu Kidan Southern Cross,6.69,529.0,TV,23.0,23.0
Kinkyuu Hasshin Saver Kids,6.55,1250.0,TV,50.0,25.0
D.C.S.S: Da Capo Second Season Omake,6.75,49.0,Special,7.0,7.0
Hoero! Bun Bun,6.43,897.0,TV,39.0,23.0
Seton Doubutsuki: Kuma no Ko Jacky,6.75,624.0,TV,26.0,24.0
Seton Doubutsuki: Risu no Banner,6.71,598.0,TV,26.0,23.0
Choujin Locke: Shinsekai Sentai,6.07,100.0,OVA,2.0,50.0
Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,7.0,105.0,ONA,7.0,15.0
RoboDz,4.68,130.0,TV,26.0,5.0
Yozakura Quartet,6.9,288.0,TV,12.0,24.0
Hokuto no Ken: Raoh Gaiden Ten no Haoh,7.18,312.0,TV,13.0,24.0
Hyakko,7.3,312.0,TV,13.0,24.0
Hakushaku to Yousei,7.41,300.0,TV,12.0,25.0
Sukima no Kuni no Polta,5.44,65.0,TV,13.0,5.0
Dokkiri Doctor,6.51,650.0,TV,26.0,25.0
Yakata Jukujo,6.17,60.0,OVA,2.0,30.0
Mirai Choujuu Fobia,4.86,84.0,OVA,2.0,42.0
Yukiyo Ichiya Monogatari,5.83,45.0,OVA,3.0,15.0
